edep_keV,y_keV_um,z_mGy
0.934316,0.233579,1.32358
1.279,0.319751,1.81188
0.889942,0.222486,1.26072
0.140544,0.035136,0.1991
8.3263,2.08157,11.7953
8.32904,2.08226,11.7992
0.203671,0.0509177,0.288527
2.61438,0.653596,3.70363
0.453492,0.113373,0.642433
0.622405,0.155601,0.881721
6.03178,1.50794,8.54483
1.03059,0.257647,1.45997
0.0878185,0.0219546,0.124407
0.575748,0.143937,0.815625
8.32403,2.08101,11.7921
0.125499,0.0313746,0.177786
8.3271,2.08177,11.7965
0.890851,0.222713,1.26201
0.521153,0.130288,0.738284
0.297292,0.074323,0.421154
0.328615,0.0821537,0.465527
0.486096,0.121524,0.68862
0.938678,0.23467,1.32976
0.384855,0.0962138,0.545199
0.177023,0.0442557,0.250777
8.32776,2.08194,11.7974
2.20854,0.552136,3.1287
8.32486,2.08122,11.7933
0.103619,0.0259047,0.14679
1.19951,0.299878,1.69927
8.32784,2.08196,11.7975
0.623753,0.155938,0.88363
1.03069,0.257672,1.46011
0.843756,0.210939,1.19529
0.890902,0.222726,1.26208
0.900261,0.225065,1.27534
0.890029,0.222507,1.26085
0.908159,0.22704,1.28653
8.32866,2.08216,11.7987
0.890346,0.222586,1.26129
8.32631,2.08158,11.7953
1.03004,0.25751,1.45919
0.321297,0.0803244,0.455161
0.890002,0.2225,1.26081
0.889623,0.222406,1.26027
0.890799,0.2227,1.26194
0.500144,0.125036,0.708522
0.309516,0.0773791,0.438472
8.32616,2.08154,11.7951
8.32888,2.08222,11.799
0.908536,0.227134,1.28706
0.325213,0.0813033,0.460708
0.216651,0.0541628,0.306916
0.0560093,0.0140023,0.0793447
8.32885,2.08221,11.7989
0.0846256,0.0211564,0.119884
0.155759,0.0389398,0.220654
0.328472,0.0821181,0.465325
0.872625,0.218156,1.23619
0.00446671,0.00111668,0.0063277
0.890567,0.222642,1.26161
8.32451,2.08113,11.7928
5.67781,1.41945,8.04338
8.32478,2.08119,11.7932
8.3243,2.08108,11.7925
0.163827,0.0409568,0.232083
8.3267,2.08167,11.7959
0.0674176,0.0168544,0.0955062
0.889888,0.222472,1.26065
0.907598,0.2269,1.28574
0.476185,0.119046,0.67458
2.05133,0.512833,2.90599
8.32366,2.08091,11.7916
0.908227,0.227057,1.28663
0.201048,0.0502621,0.284812
0.623425,0.155856,0.883166
1.03049,0.257622,1.45982
0.220281,0.0550702,0.312058
8.32447,2.08112,11.7927
1.02957,0.257392,1.45852
8.32677,2.08169,11.796
0.788892,0.197223,1.11757
0.36704,0.09176,0.519962
8.32635,2.08159,11.7954
1.67105,0.417762,2.36727
8.32666,2.08167,11.7958
8.32549,2.08137,11.7942
0.909079,0.22727,1.28783
1.03025,0.257563,1.45949
0.890007,0.222502,1.26081
0.585729,0.146432,0.829764
0.141705,0.0354262,0.200744
0.90777,0.226942,1.28598
1.03006,0.257515,1.45922
0.166875,0.0417188,0.236401
8.32752,2.08188,11.7971
8.32855,2.08214,11.7985
0.907871,0.226968,1.28612
8.32911,2.08228,11.7993
0.330798,0.0826995,0.46862
1.1649,0.291225,1.65024
4.39177,1.09794,6.22153
11.5201,2.88002,16.3198
0.77924,0.19481,1.1039
0.103653,0.0259132,0.146838
0.498764,0.124691,0.706566
1.09261,0.273152,1.54783
13.507,3.37675,19.1345
0.743328,0.185832,1.05303
0.58083,0.145207,0.822824
0.189579,0.0473947,0.268564
0.236146,0.0590365,0.334533
1.02944,0.257361,1.45835
0.369498,0.0923744,0.523443
1.03016,0.257539,1.45936
0.836608,0.209152,1.18517
0.803932,0.200983,1.13888
0.498149,0.124537,0.705695
8.32655,2.08164,11.7957
0.890306,0.222577,1.26124
0.547803,0.136951,0.776036
8.32463,2.08116,11.793
1.15614,0.289035,1.63783
8.32731,2.08183,11.7968
2.63632,0.65908,3.73471
0.89095,0.222737,1.26215
1.02983,0.257458,1.4589
0.323456,0.0808641,0.45822
0.387542,0.0968856,0.549006
0.0490663,0.0122666,0.0695091
0.890228,0.222557,1.26113
1.14597,0.286493,1.62342
8.32475,2.08119,11.7931
0.101323,0.0253307,0.143538
0.10145,0.0253625,0.143717
0.325621,0.0814053,0.461287
0.370611,0.0926526,0.52502
8.32495,2.08124,11.7934
0.106377,0.0265942,0.150697
0.0652394,0.0163098,0.0924204
0.340924,0.0852311,0.482965
0.189818,0.0474544,0.268902
0.184409,0.0461022,0.26124
8.32328,2.08082,11.7911
0.142954,0.0357384,0.202513
0.538449,0.134612,0.762785
0.350821,0.0877053,0.496986
1.03063,0.257659,1.46003
1.03005,0.257513,1.45921
6.58311,1.64578,9.32587
8.02176,2.00544,11.3639
1.43613,0.359031,2.03447
0.422275,0.105569,0.59821
0.101028,0.025257,0.14312
8.32723,2.08181,11.7967
0.460147,0.115037,0.651861
0.213104,0.0532759,0.30189
8.32909,2.08227,11.7993
0.793465,0.198366,1.12405
0.146432,0.0366079,0.20744
1.0294,0.257351,1.45829
1.49336,0.37334,2.11555
0.440521,0.11013,0.624058
8.32207,2.08052,11.7893
8.32781,2.08195,11.7975
8.32755,2.08189,11.7971
0.156173,0.0390433,0.22124
8.32755,2.08189,11.7971
8.32568,2.08142,11.7944
8.3266,2.08165,11.7958
0.339257,0.0848143,0.480604
0.324308,0.0810769,0.459426
1.48121,0.370303,2.09833
0.890737,0.222684,1.26185
0.448516,0.112129,0.635384
2.36573,0.591431,3.35137
8.32444,2.08111,11.7927
1.90021,0.475053,2.69191
0.166466,0.0416165,0.235822
8.32556,2.08139,11.7943
1.43892,0.359729,2.03842
0.890054,0.222514,1.26088
2.91001,0.727501,4.12242
8.32536,2.08134,11.794
8.32623,2.08156,11.7952
0.890058,0.222515,1.26089
0.450307,0.112577,0.63792
8.32459,2.08115,11.7929
0.189538,0.0473845,0.268506
0.889778,0.222445,1.26049
8.32681,2.0817,11.7961
14.4757,3.61892,20.5068
8.32746,2.08187,11.797
0.327822,0.0819554,0.464404
0.0471498,0.0117874,0.066794
12.4123,3.10309,17.5838
0.909005,0.227251,1.28773
0.267439,0.0668598,0.378864
0.460388,0.115097,0.652202
0.101507,0.0253767,0.143798
0.907535,0.226884,1.28565
0.508176,0.127044,0.719899
3.06746,0.766864,4.34547
0.302438,0.0756096,0.428445
0.89107,0.222767,1.26232
0.153549,0.0383872,0.217523
0.907957,0.226989,1.28624
0.171956,0.0429891,0.2436
8.32617,2.08154,11.7951
0.891069,0.222767,1.26232
0.101477,0.0253693,0.143756
0.144848,0.0362121,0.205197
0.890329,0.222582,1.26127
3.32715,0.831787,4.71336
0.735769,0.183942,1.04232
0.890065,0.222516,1.2609
8.32665,2.08166,11.7958
8.32559,2.0814,11.7943
0.223973,0.0559932,0.317288
1.71618,0.429044,2.4312
8.32415,2.08104,11.7923
0.871754,0.217938,1.23496
0.178501,0.0446252,0.25287
0.89088,0.22272,1.26205
1.32437,0.331091,1.87614
8.32372,2.08093,11.7917
0.426128,0.106532,0.603668
8.32538,2.08134,11.794
0.273089,0.0682722,0.386867
0.603316,0.150829,0.854679
8.32382,2.08096,11.7918
0.890704,0.222676,1.2618
0.889882,0.22247,1.26064
0.889794,0.222448,1.26051
0.890294,0.222573,1.26122
1.20494,0.301236,1.70696
0.890127,0.222532,1.26099
0.679839,0.16996,0.963084
0.353029,0.0882573,0.500113
0.584302,0.146075,0.827742
8.32624,2.08156,11.7952
0.139325,0.0348313,0.197373
1.04662,0.261656,1.48268
0.890204,0.222551,1.26109
8.3283,2.08207,11.7982
8.32511,2.08128,11.7936
8.32547,2.08137,11.7941
0.890683,0.222671,1.26177
8.32285,2.08071,11.7904
0.770207,0.192552,1.0911
0.889975,0.222494,1.26077
8.32775,2.08194,11.7974
0.451058,0.112764,0.638984
0.889601,0.2224,1.26024
0.377347,0.0943366,0.534562
0.211359,0.0528397,0.299418
0.8896,0.2224,1.26024
0.383417,0.0958542,0.543162
1.85075,0.462689,2.62184
0.301595,0.0753988,0.427251
1.16434,0.291084,1.64944
8.32791,2.08198,11.7976
0.943802,0.235951,1.33702
0.141785,0.0354462,0.200858
1.02953,0.257384,1.45848
0.278152,0.0695381,0.39404
6.51461,1.62865,9.22883
2.10072,0.525179,2.97595
0.580304,0.145076,0.822079
0.188677,0.0471691,0.267286
1.03065,0.257662,1.46005
6.59507,1.64877,9.34281
0.890665,0.222666,1.26175
8.32705,2.08176,11.7964
8.32794,2.08199,11.7977
1.02966,0.257415,1.45865
0.40478,0.101195,0.573426
6.26024,1.56506,8.86848
4.12075,1.03019,5.83759
0.184986,0.0462466,0.262058
8.32519,2.0813,11.7938
0.178681,0.0446702,0.253126
3.09001,0.772503,4.37742
1.02948,0.25737,1.4584
0.0665611,0.0166403,0.0942928
8.32813,2.08203,11.7979
0.266331,0.0665826,0.377293
0.00531312,0.00132828,0.00752676
1.02944,0.257361,1.45835
0.528144,0.132036,0.748187
0.235178,0.0587945,0.333161
0.231486,0.0578714,0.327931
0.0446784,0.0111696,0.0632929
8.32712,2.08178,11.7965
0.797137,0.199284,1.12925
0.944446,0.236111,1.33794
1.02944,0.257359,1.45834
0.0380354,0.00950885,0.0538823
0.983605,0.245901,1.39341
0.779175,0.194794,1.10381
8.32664,2.08166,11.7958
8.32445,2.08111,11.7927
8.3276,2.0819,11.7972
1.08239,0.270597,1.53335
0.52483,0.131208,0.743493
8.32715,2.08179,11.7965
8.3288,2.0822,11.7989
0.387042,0.0967605,0.548297
0.694222,0.173556,0.98346
8.32402,2.08101,11.7921
8.32774,2.08194,11.7974
0.0709478,0.017737,0.100507
0.889955,0.222489,1.26074
0.890775,0.222694,1.2619
0.90765,0.226912,1.28581
0.890532,0.222633,1.26156
0.803795,0.200949,1.13868
1.53015,0.382538,2.16767
0.339857,0.0849642,0.481453
1.0298,0.257451,1.45886
8.32733,2.08183,11.7968
0.173642,0.0434106,0.245988
0.907909,0.226977,1.28618
1.02211,0.255528,1.44796
2.11571,0.528927,2.99719
8.32838,2.08209,11.7983
8.32837,2.08209,11.7983
0.890979,0.222745,1.26219
8.32821,2.08205,11.798
0.375099,0.0937747,0.531378
7.57519,1.8938,10.7313
0.101707,0.0254267,0.144081
0.908874,0.227219,1.28754
8.32826,2.08206,11.7981
1.2318,0.30795,1.74501
0.681784,0.170446,0.965839
0.908779,0.227195,1.28741
0.092871,0.0232177,0.131564
0.89024,0.22256,1.26115
8.32553,2.08138,11.7942
0.907746,0.226936,1.28594
8.31173,2.07793,11.7747
0.201411,0.0503527,0.285326
0.146972,0.036743,0.208206
2.25443,0.563607,3.1937
1.02997,0.257492,1.45909
0.211589,0.0528973,0.299745
0.555593,0.138898,0.787072
0.108614,0.0271534,0.153866
0.369634,0.0924084,0.523636
0.567228,0.141807,0.803556
1.05113,0.262782,1.48907
0.490217,0.122554,0.694458
1.24532,0.311331,1.76417
0.890815,0.222704,1.26196
8.32737,2.08184,11.7968
0.745593,0.186398,1.05623
0.461687,0.115422,0.654042
2.05122,0.512805,2.90583
0.287299,0.0718247,0.406998
8.32823,2.08206,11.7981
0.889598,0.222399,1.26024
0.890256,0.222564,1.26117
0.141824,0.035456,0.200913
8.32717,2.08179,11.7966
0.411653,0.102913,0.583163
0.216686,0.0541714,0.306965
8.32535,2.08134,11.794
0.206016,0.0515041,0.29185
0.215904,0.053976,0.305857
0.337907,0.0844768,0.478691
8.32595,2.08149,11.7948
0.227251,0.0568128,0.321932
0.531933,0.132983,0.753555
122.474,30.6185,173.501
1.74955,0.437388,2.47848
0.790692,0.197673,1.12012
1.13431,0.283577,1.6069
0.890469,0.222617,1.26147
1.0305,0.257625,1.45984
0.0468884,0.0117221,0.0664238
0.518923,0.129731,0.735125
1.02944,0.25736,1.45834
0.890844,0.222711,1.262
0.592077,0.148019,0.838757
8.32605,2.08151,11.795
0.423497,0.105874,0.599941
8.31209,2.07802,11.7752
0.49539,0.123847,0.701787
8.32725,2.08181,11.7967
8.32582,2.08146,11.7947
0.363979,0.0909947,0.515625
0.890079,0.22252,1.26092
8.32383,2.08096,11.7918
2.31958,0.579896,3.286
0.290729,0.0726822,0.411857
0.472779,0.118195,0.669756
8.32518,2.0813,11.7937
8.32533,2.08133,11.794
1.03013,0.257532,1.45932
8.32495,2.08124,11.7934
8.32475,2.08119,11.7931
1.26983,0.317457,1.79888
0.460656,0.115164,0.652582
0.415214,0.103803,0.588207
8.32466,2.08117,11.793
1.02995,0.257487,1.45906
0.660494,0.165124,0.93568
0.908183,0.227046,1.28656
0.204165,0.0510412,0.289227
1.03103,0.257758,1.4606
1.01673,0.254182,1.44033
0.423171,0.105793,0.599479
0.788758,0.197189,1.11738
0.890942,0.222736,1.26214
2.18216,0.54554,3.09132
0.0457713,0.0114428,0.0648413
3.36423,0.841059,4.76589
0.624099,0.156025,0.88412
0.890944,0.222736,1.26214
0.85194,0.212985,1.20689
1.03017,0.257544,1.45938
8.32468,2.08117,11.793
1.0298,0.25745,1.45885
7.15185,1.78796,10.1316
8.32476,2.08119,11.7932
1.65127,0.412819,2.33925
0.279025,0.0697563,0.395277
1.0301,0.257526,1.45928
0.866907,0.216727,1.22809
0.508621,0.127155,0.720531
0.428489,0.107122,0.607012
1.29734,0.324335,1.83785
0.998499,0.249625,1.41451
8.32349,2.08087,11.7913
0.890028,0.222507,1.26085
0.891067,0.222767,1.26232
0.235754,0.0589386,0.333978
8.32806,2.08201,11.7978
0.129763,0.0324408,0.183827
0.409403,0.102351,0.579975
8.32558,2.0814,11.7943
0.0272701,0.00681753,0.0386318
0.571479,0.14287,0.809577
0.402161,0.10054,0.569716
0.890909,0.222727,1.26209
0.624947,0.156237,0.885322
0.298008,0.0745019,0.422168
0.905222,0.226305,1.28237
8.32747,2.08187,11.797
10.5109,2.62772,14.8901
3.51068,0.87767,4.97335
8.32442,2.0811,11.7927
0.475406,0.118851,0.673476
8.32627,2.08157,11.7953
0.626218,0.156554,0.887122
8.3232,2.0808,11.7909
1.03048,0.25762,1.45981
0.397298,0.0993245,0.562826
8.32607,2.08152,11.795
1.03047,0.257617,1.4598
13.5739,3.39347,19.2293
0.890119,0.22253,1.26097
0.148974,0.0372434,0.211041
0.182888,0.0457219,0.259085
1.29764,0.324409,1.83828
0.90742,0.226855,1.28548
5.71749,1.42937,8.0996
0.414252,0.103563,0.586844
0.150314,0.0375784,0.212939
0.223043,0.0557609,0.315971
0.118103,0.0295257,0.167308
0.417265,0.104316,0.591112
8.32551,2.08138,11.7942
1.39989,0.349971,1.98313
8.32353,2.08088,11.7914
8.32687,2.08172,11.7961
0.889796,0.222449,1.26052
1.02967,0.257419,1.45867
0.168875,0.0422189,0.239235
1.06751,0.266877,1.51227
0.370918,0.0927295,0.525455
0.854143,0.213536,1.21001
8.32812,2.08203,11.7979
0.165686,0.0414215,0.234716
0.11758,0.0293951,0.166569
1.03048,0.25762,1.45981
1.52415,0.381038,2.15917
0.233556,0.0583889,0.330863
0.442875,0.110719,0.627393
8.32372,2.08093,11.7917
0.452227,0.113057,0.64064
0.890297,0.222574,1.26123
0.699006,0.174751,0.990236
0.339831,0.0849576,0.481416
0.677055,0.169264,0.959139
0.890177,0.222544,1.26106
0.852108,0.213027,1.20713
8.32525,2.08131,11.7938
8.3274,2.08185,11.7969
0.907965,0.226991,1.28626
8.32449,2.08112,11.7928
0.908473,0.227118,1.28697
2.13929,0.534823,3.03059
0.164808,0.0412021,0.233473
8.32673,2.08168,11.7959
0.246455,0.0616138,0.349137
0.54074,0.135185,0.766032
0.110103,0.0275258,0.155976
8.32773,2.08193,11.7974
6.21131,1.55283,8.79916
8.3288,2.0822,11.7989
0.0785897,0.0196474,0.111333
8.32793,2.08198,11.7976
0.51323,0.128307,0.727059
0.0964702,0.0241176,0.136663
0.5557,0.138925,0.787224
8.32755,2.08189,11.7971
8.32391,2.08098,11.7919
0.911955,0.227989,1.29191
0.0620715,0.0155179,0.0879327
3.48297,0.870743,4.9341
0.172278,0.0430696,0.244056
0.169758,0.0424394,0.240485
1.7538,0.438449,2.48449
0.890264,0.222566,1.26118
1.03033,0.257583,1.4596
0.363669,0.0909173,0.515187
0.909043,0.227261,1.28778
0.890205,0.222551,1.2611
8.32697,2.08174,11.7963
8.32613,2.08153,11.7951
1.84675,0.461688,2.61617
1.03052,0.25763,1.45987
0.997872,0.249468,1.41362
0.440079,0.11002,0.623432
0.463913,0.115978,0.657196
1.02989,0.257472,1.45897
0.122809,0.0307023,0.173976
0.373257,0.0933141,0.528768
1.8093,0.452326,2.56312
8.32605,2.08151,11.795
0.00606173,0.00151543,0.00858726
0.889708,0.222427,1.26039
0.404309,0.101077,0.572758
8.32513,2.08128,11.7937
0.409873,0.102468,0.580641
8.3239,2.08097,11.7919
8.32543,2.08136,11.7941
8.32786,2.08196,11.7975
0.334179,0.0835448,0.47341
0.593202,0.1483,0.84035
8.32883,2.08221,11.7989
0.276126,0.0690315,0.39117
8.32494,2.08124,11.7934
0.8895,0.222375,1.2601
0.331822,0.0829554,0.47007
0.699612,0.174903,0.991095
0.134216,0.0335541,0.190136
8.32619,2.08155,11.7952
8.32608,2.08152,11.795
0.890301,0.222575,1.26123
0.149641,0.0374102,0.211986
4.69673,1.17418,6.65356
0.605916,0.151479,0.858362
8.32445,2.08111,11.7927
8.32424,2.08106,11.7924
0.403636,0.100909,0.571805
0.703704,0.175926,0.996891
0.0890011,0.0222503,0.126082
0.560163,0.140041,0.793547
8.32779,2.08195,11.7974
8.32751,2.08188,11.797
0.825263,0.206316,1.1691
0.361883,0.0904707,0.512656
0.908987,0.227247,1.2877
0.908827,0.227207,1.28748
0.211689,0.0529222,0.299886
0.314044,0.0785111,0.444886
8.32706,2.08177,11.7964
8.28458,2.07115,11.7362
0.608171,0.152043,0.861557
2.19122,0.547805,3.10416
0.243886,0.0609714,0.345497
8.32869,2.08217,11.7987
0.908256,0.227064,1.28667
0.105529,0.0263822,0.149496
0.0909483,0.0227371,0.128841
8.32617,2.08154,11.7951
1.03029,0.257571,1.45954
2.80801,0.702002,3.97793
0.348439,0.0871097,0.493611
2.57649,0.644121,3.64994
0.159139,0.0397847,0.225442
0.691145,0.172786,0.979101
1.34148,0.335371,1.90039
0.908123,0.227031,1.28648
0.255761,0.0639402,0.36232
8.32733,2.08183,11.7968
0.177669,0.0444172,0.251692
8.32371,2.08093,11.7917
0.907877,0.226969,1.28613
2.68942,0.672354,3.80992
8.32536,2.08134,11.794
0.893479,0.22337,1.26573
0.368889,0.0922223,0.522581
2.52967,0.632418,3.58362
0.907635,0.226909,1.28579
0.254988,0.0637471,0.361225
8.3253,2.08133,11.7939
0.405499,0.101375,0.574444
0.547157,0.136789,0.775122
0.889688,0.222422,1.26036
1.03072,0.25768,1.46016
0.890135,0.222534,1.261
0.652159,0.16304,0.923871
0.989124,0.247281,1.40123
8.32491,2.08123,11.7934
8.32853,2.08213,11.7985
1.1608,0.2902,1.64443
0.744164,0.186041,1.05421
0.357953,0.0894883,0.507089
2.4845,0.621125,3.51963
1.51698,0.379245,2.14901
0.323558,0.0808894,0.458363
8.32686,2.08172,11.7961
0.0795734,0.0198934,0.112727
0.570755,0.142689,0.808552
0.213519,0.0533797,0.302478
7.22221,1.80555,10.2312
0.201545,0.0503863,0.285516
1.02955,0.257388,1.4585
1.18338,0.295845,1.67642
0.314009,0.0785022,0.444836
0.89046,0.222615,1.26146
0.389459,0.0973647,0.551721
8.32694,2.08173,11.7962
2.11634,0.529084,2.99808
0.106365,0.0265913,0.150681
0.908527,0.227132,1.28705
0.247664,0.061916,0.350849
8.32606,2.08152,11.795
8.32821,2.08205,11.798
0.749654,0.187413,1.06199
0.287481,0.0718703,0.407256
8.32314,2.08078,11.7908
3.53457,0.883642,5.00719
0.907961,0.22699,1.28625
0.189838,0.0474596,0.268931
0.889585,0.222396,1.26022
0.890498,0.222625,1.26151
0.887223,0.221806,1.25687
0.127706,0.0319265,0.180913
1.49675,0.374187,2.12035
0.306411,0.0766026,0.434072
8.32696,2.08174,11.7963
0.628661,0.157165,0.890584
0.255624,0.0639061,0.362126
0.214426,0.0536065,0.303763
0.0774855,0.0193714,0.109769
0.88985,0.222462,1.26059
8.32786,2.08196,11.7975
0.421295,0.105324,0.596822
0.890361,0.22259,1.26132
8.32531,2.08133,11.7939
8.32683,2.08171,11.7961
0.138694,0.0346735,0.196479
8.3261,2.08153,11.7951
0.907694,0.226923,1.28587
4.01668,1.00417,5.69017
0.852617,0.213154,1.20785
0.101838,0.0254594,0.144267
0.560384,0.140096,0.79386
8.32748,2.08187,11.797
8.32558,2.08139,11.7943
8.32747,2.08187,11.797
1.0307,0.257676,1.46013
8.3264,2.0816,11.7955
3.48588,0.871471,4.93822
8.32396,2.08099,11.792
1.02994,0.257485,1.45905
0.257778,0.0644445,0.365177
8.32565,2.08141,11.7944
4.38321,1.0958,6.20941
0.577246,0.144312,0.817747
1.71603,0.429006,2.43098
4.08303,1.02076,5.78417
8.3273,2.08182,11.7967
0.0642091,0.0160523,0.0909608
8.32587,2.08147,11.7947
0.238186,0.0595465,0.337422
8.32459,2.08115,11.7929
8.32548,2.08137,11.7942
0.116986,0.0292466,0.165727
0.10181,0.0254525,0.144228
0.0255833,0.00639583,0.0362423
0.239677,0.0599193,0.339535
0.890698,0.222675,1.26179
0.411687,0.102922,0.583211
1.44837,0.362093,2.05181
8.32543,2.08136,11.7941
8.32413,2.08103,11.7923
1.02958,0.257395,1.45854
7.47384,1.86846,10.5877
0.890012,0.222503,1.26082
0.678164,0.169541,0.960711
8.32624,2.08156,11.7952
0.757612,0.189403,1.07326
0.474044,0.118511,0.671547
8.32518,2.08129,11.7937
0.90809,0.227022,1.28643
0.89105,0.222762,1.26229
8.32572,2.08143,11.7945
0.0545977,0.0136494,0.077345
0.430616,0.107654,0.610026
1.02976,0.257441,1.4588
0.044678,0.0111695,0.0632925
0.889926,0.222482,1.2607
0.743961,0.18599,1.05392
0.136568,0.0341421,0.193468
0.115567,0.0288917,0.163716
1.20353,0.300883,1.70497
8.32552,2.08138,11.7942
0.908541,0.227135,1.28707
0.890512,0.222628,1.26153
0.890094,0.222523,1.26094
0.272087,0.0680218,0.385448
0.245162,0.0612905,0.347305
0.205171,0.0512926,0.290652
0.101635,0.0254087,0.143979
0.10854,0.0271351,0.153762
0.181696,0.045424,0.257397
0.0605744,0.0151436,0.0858118
0.682675,0.170669,0.967101
0.174461,0.0436153,0.247148
0.532822,0.133205,0.754814
1.03012,0.25753,1.4593
1.36119,0.340298,1.92831
0.268354,0.0670886,0.38016
1.02971,0.257427,1.45872
0.890124,0.222531,1.26098
0.418705,0.104676,0.593153
0.228101,0.0570252,0.323136
7.46665,1.86666,10.5775
8.32571,2.08143,11.7945
0.829387,0.207347,1.17494
0.805295,0.201324,1.14081
1.70622,0.426555,2.41709
0.935205,0.233801,1.32484
8.32542,2.08135,11.7941
0.89081,0.222702,1.26195
1.17966,0.294916,1.67115
0.889734,0.222433,1.26043
8.32482,2.08121,11.7932
0.672945,0.168236,0.953318
4.40085,1.10021,6.23439
0.396352,0.099088,0.561486
0.00754858,0.00188715,0.0106936
8.32545,2.08136,11.7941
0.055827,0.0139568,0.0790865
8.32734,2.08184,11.7968
0.890903,0.222726,1.26208
0.823551,0.205888,1.16667
0.399661,0.0999152,0.566174
8.32865,2.08216,11.7987
1.71037,0.427593,2.42298
8.32745,2.08186,11.797
1.02927,0.257319,1.45811
0.991502,0.247876,1.4046
8.32347,2.08087,11.7913
1.03875,0.259686,1.47152
1.32491,0.331228,1.87692
0.886338,0.221584,1.25562
2.28539,0.571347,3.23756
0.890346,0.222586,1.26129
0.143575,0.0358938,0.203393
0.272663,0.0681658,0.386264
0.823637,0.205909,1.16679
1.49301,0.373252,2.11505
8.3243,2.08107,11.7925
0.432722,0.10818,0.613009
0.889606,0.222402,1.26025
1.1339,0.283476,1.60633
1.03076,0.25769,1.46021
0.334984,0.0837459,0.47455
0.890839,0.22271,1.26199
0.428549,0.107137,0.607098
1.02913,0.257282,1.4579
0.294035,0.0735087,0.41654
0.0379357,0.00948393,0.0537411
0.159607,0.0399017,0.226105
8.32549,2.08137,11.7942
8.32531,2.08133,11.7939
0.271002,0.0677506,0.383912
0.0635919,0.015898,0.0900865
8.32705,2.08176,11.7964
0.0916953,0.0229238,0.129899
0.289359,0.0723397,0.409916
0.716527,0.179132,1.01506
0.891018,0.222754,1.26225
1.02996,0.257491,1.45908
0.908107,0.227027,1.28646
1.03089,0.257723,1.4604
0.0612407,0.0153102,0.0867557
0.89028,0.22257,1.2612
0.300245,0.0750611,0.425337
0.335526,0.0838815,0.475318
6.73148,1.68287,9.53605
0.908517,0.227129,1.28704
0.463451,0.115863,0.656541
8.3263,2.08157,11.7953
8.32576,2.08144,11.7946
0.890024,0.222506,1.26084
0.225559,0.0563897,0.319534
0.169737,0.0424343,0.240456
0.910027,0.227507,1.28918
0.565993,0.141498,0.801805
1.56551,0.391377,2.21776
0.142209,0.0355522,0.201458
0.388186,0.0970466,0.549919
8.32861,2.08215,11.7986
1.02925,0.257312,1.45807
2.08691,0.521728,2.95639
0.889842,0.222461,1.26058
1.11248,0.27812,1.57598
7.72019,1.93005,10.9367
0.41345,0.103363,0.585708
0.925679,0.23142,1.31135
0.665987,0.166497,0.94346
8.3288,2.0822,11.7989
0.423524,0.105881,0.599979
8.32722,2.0818,11.7966
0.303606,0.0759015,0.430099
0.174459,0.0436147,0.247144
1.49941,0.374852,2.12411
0.372504,0.0931261,0.527703
0.841148,0.210287,1.1916
0.699015,0.174754,0.99025
0.0530488,0.0132622,0.0751507
0.390174,0.0975434,0.552734
8.32693,2.08173,11.7962
0.163439,0.0408597,0.231533
0.908042,0.227011,1.28636
1.74583,0.436458,2.4732
0.908803,0.227201,1.28744
8.32831,2.08208,11.7982
8.32683,2.08171,11.7961
8.32694,2.08173,11.7962
1.02986,0.257465,1.45894
1.02911,0.257278,1.45788
8.3259,2.08148,11.7948
8.32712,2.08178,11.7965
8.32665,2.08166,11.7958
2.63801,0.659504,3.7371
0.0786393,0.0196598,0.111403
0.983085,0.245771,1.39267
0.970492,0.242623,1.37483
6.96341,1.74085,9.86461
0.89085,0.222713,1.26201
8.32663,2.08166,11.7958
0.891138,0.222784,1.26242
0.671544,0.167886,0.951333
0.908433,0.227108,1.28692
0.653737,0.163434,0.926107
0.890279,0.22257,1.2612
0.442148,0.110537,0.626363
0.119701,0.0299252,0.169572
8.32306,2.08076,11.7907
8.32628,2.08157,11.7953
0.103587,0.0258967,0.146744
8.32597,2.08149,11.7949
1.29697,0.324241,1.83733
8.32414,2.08104,11.7923
0.515306,0.128827,0.730001
8.32697,2.08174,11.7963
8.3257,2.08143,11.7945
0.351538,0.0878844,0.498001
2.38926,0.597314,3.3847
1.52824,0.38206,2.16496
1.32991,0.332478,1.884
8.32404,2.08101,11.7921
0.553722,0.138431,0.784422
0.415225,0.103806,0.588222
0.167552,0.0418879,0.23736
0.890313,0.222578,1.26125
0.582114,0.145528,0.824643
0.90872,0.22718,1.28733
0.890617,0.222654,1.26168
0.889739,0.222435,1.26044
0.890862,0.222716,1.26203
0.443252,0.110813,0.627926
0.00645111,0.00161278,0.00913887
8.32593,2.08148,11.7948
0.479162,0.11979,0.678797
8.32807,2.08202,11.7978
8.32597,2.08149,11.7949
1.02986,0.257465,1.45894
8.32946,2.08237,11.7998
2.66801,0.667002,3.7796
0.375936,0.0939839,0.532564
0.890479,0.22262,1.26148
0.8897,0.222425,1.26038
1.20558,0.301395,1.70787
0.001612,0.000403001,0.00228362
0.253508,0.0633769,0.359128
0.0667688,0.0166922,0.094587
3.19819,0.799548,4.53067
5.86191,1.46548,8.30418
0.890264,0.222566,1.26118
0.298052,0.0745131,0.422231
1.37215,0.343037,1.94383
0.096726,0.0241815,0.137025
0.854193,0.213548,1.21008
8.32441,2.0811,11.7926
0.539996,0.134999,0.764978
