edep_keV,y_keV_um,z_mGy
0.373192,0.0932981,0.528678
0.321528,0.080382,0.455488
0.00247263,0.000618158,0.00350282
8.32873,2.08218,11.7988
0.0273372,0.0068343,0.0387268
2.82577,0.706443,4.00309
8.32444,2.08111,11.7927
8.32733,2.08183,11.7968
0.436157,0.109039,0.617876
10.6537,2.66343,15.0924
8.32502,2.08125,11.7935
1.02936,0.25734,1.45823
0.0661016,0.0165254,0.0936418
0.303423,0.0758557,0.429839
0.246701,0.0616753,0.349485
0.518313,0.129578,0.734261
0.019249,0.00481226,0.0272688
0.890012,0.222503,1.26082
3.27845,0.819612,4.64437
8.32478,2.08119,11.7932
0.0456441,0.011411,0.064661
0.890361,0.22259,1.26132
0.889895,0.222474,1.26066
8.32518,2.0813,11.7937
0.546015,0.136504,0.773504
8.32387,2.08097,11.7919
0.890609,0.222652,1.26167
0.0805937,0.0201484,0.114172
0.589112,0.147278,0.834557
1.03506,0.258765,1.4663
0.457811,0.114453,0.648552
10.0971,2.52426,14.3038
8.32554,2.08139,11.7943
8.32512,2.08128,11.7937
0.0884537,0.0221134,0.125307
0.345532,0.086383,0.489493
8.32466,2.08117,11.793
8.32581,2.08145,11.7946
0.559951,0.139988,0.793246
5.25261,1.31315,7.44103
1.57667,0.394168,2.23357
0.403258,0.100814,0.571269
1.69165,0.422914,2.39646
0.907961,0.22699,1.28625
0.890183,0.222546,1.26106
0.576497,0.144124,0.816685
0.890877,0.222719,1.26205
0.18564,0.04641,0.262984
8.32437,2.08109,11.7926
1.11498,0.278745,1.57952
0.890382,0.222596,1.26135
0.11886,0.029715,0.168381
0.142194,0.0355486,0.201437
0.071351,0.0178377,0.101078
0.124007,0.0310019,0.175673
8.32881,2.0822,11.7989
8.32793,2.08198,11.7976
29.1992,7.29979,41.3646
1.08333,0.270832,1.53468
8.32652,2.08163,11.7956
0.908294,0.227073,1.28672
8.32754,2.08188,11.7971
0.207597,0.0518992,0.294089
8.32645,2.08161,11.7955
0.908142,0.227036,1.28651
8.32326,2.08081,11.791
0.180388,0.045097,0.255544
8.32507,2.08127,11.7936
8.32437,2.08109,11.7926
0.377725,0.0944313,0.535099
0.329117,0.0822791,0.466238
8.3278,2.08195,11.7975
0.889911,0.222478,1.26068
0.428004,0.107001,0.606326
1.41968,0.354921,2.01117
0.288429,0.0721073,0.408599
0.514554,0.128639,0.728935
0.373048,0.0932621,0.528473
0.141764,0.035441,0.200828
3.27929,0.819823,4.64556
4.57622,1.14406,6.48284
0.314604,0.0786511,0.445679
8.32616,2.08154,11.7951
0.0383583,0.00958957,0.0543397
8.32375,2.08094,11.7917
0.908139,0.227035,1.2865
0.908788,0.227197,1.28742
8.3247,2.08117,11.7931
0.890046,0.222511,1.26087
0.145357,0.0363392,0.205918
0.497156,0.124289,0.704289
12.853,3.21324,18.208
0.0224106,0.00560265,0.0317477
8.32529,2.08132,11.7939
8.3273,2.08183,11.7967
8.32661,2.08165,11.7958
0.890714,0.222679,1.26182
8.32528,2.08132,11.7939
0.908888,0.227222,1.28756
0.0943088,0.0235772,0.133601
8.32747,2.08187,11.797
0.0859532,0.0214883,0.121764
8.32421,2.08105,11.7924
0.908323,0.227081,1.28676
10.1356,2.53391,14.3585
0.240416,0.060104,0.340582
0.776846,0.194212,1.10051
0.0915399,0.022885,0.129679
1.14094,0.285234,1.61629
0.88995,0.222487,1.26073
0.356562,0.0891404,0.505118
1.03007,0.257518,1.45923
0.30418,0.076045,0.430912
0.89056,0.22264,1.2616
0.440141,0.110035,0.62352
0.0590233,0.0147558,0.0836145
0.907765,0.226941,1.28597
8.32281,2.0807,11.7904
8.32729,2.08182,11.7967
8.32448,2.08112,11.7928
8.3254,2.08135,11.7941
8.3234,2.08085,11.7912
1.02226,0.255566,1.44817
8.32432,2.08108,11.7925
0.281869,0.0704673,0.399306
0.260642,0.0651604,0.369234
0.315248,0.0788121,0.446592
0.751247,0.187812,1.06424
0.310852,0.077713,0.440364
0.142173,0.0355434,0.201408
1.65513,0.413783,2.34472
0.792835,0.198209,1.12316
1.02948,0.257369,1.45839
2.15608,0.53902,3.05438
0.101626,0.0254064,0.143966
0.981754,0.245439,1.39079
0.0765791,0.0191448,0.108485
8.32675,2.08169,11.796
0.890762,0.222691,1.26189
8.32682,2.0817,11.7961
0.205196,0.0512991,0.290688
0.667585,0.166896,0.945724
0.533427,0.133357,0.755671
0.448589,0.112147,0.635488
8.32386,2.08097,11.7919
0.0425789,0.0106447,0.0603188
8.32575,2.08144,11.7945
1.1009,0.275224,1.55957
8.32712,2.08178,11.7965
0.181663,0.0454157,0.25735
8.32624,2.08156,11.7952
2.09869,0.524673,2.97308
0.343108,0.085777,0.486059
0.212626,0.0531564,0.301213
0.89113,0.222783,1.26241
0.185328,0.0463319,0.262542
1.03026,0.257566,1.45951
0.925887,0.231472,1.31164
1.24621,0.311551,1.76542
0.907666,0.226916,1.28583
8.32762,2.0819,11.7972
0.907692,0.226923,1.28587
1.02932,0.25733,1.45817
0.403943,0.100986,0.57224
1.4112,0.3528,1.99915
8.80539,2.20135,12.474
4.1472,1.0368,5.87506
1.11981,0.279951,1.58636
8.32574,2.08144,11.7945
0.14808,0.0370199,0.209775
0.383965,0.0959912,0.543938
8.32415,2.08104,11.7923
8.32377,2.08094,11.7917
0.124274,0.0310684,0.17605
0.614909,0.153727,0.871102
0.930599,0.23265,1.31832
0.103725,0.0259312,0.14694
0.44422,0.111055,0.629298
1.43697,0.359242,2.03566
0.227649,0.0569123,0.322496
0.347334,0.0868334,0.492045
0.612947,0.153237,0.868322
0.890576,0.222644,1.26162
0.391593,0.0978981,0.554744
0.13615,0.0340375,0.192875
1.02932,0.257331,1.45817
0.329563,0.0823906,0.46687
8.3276,2.0819,11.7972
8.32396,2.08099,11.792
0.257886,0.0644715,0.36533
8.38235,2.09559,11.8747
0.890624,0.222656,1.26169
1.19408,0.298519,1.69157
0.103954,0.0259885,0.147265
0.0362281,0.00905703,0.051322
0.718573,0.179643,1.01796
0.869097,0.217274,1.23119
0.47587,0.118968,0.674135
0.794218,0.198555,1.12512
1.09845,0.274612,1.5561
0.623625,0.155906,0.88345
1.21242,0.303105,1.71756
0.394555,0.0986389,0.558941
8.32302,2.08075,11.7907
0.419115,0.104779,0.593732
0.134438,0.0336095,0.19045
8.32621,2.08155,11.7952
8.32525,2.08131,11.7938
0.568255,0.142064,0.80501
0.142433,0.0356082,0.201775
1.73353,0.433384,2.45579
5.5837,1.39592,7.91006
0.151264,0.0378159,0.214285
0.680802,0.170201,0.964449
0.411188,0.102797,0.582503
0.324987,0.0812467,0.460388
8.3238,2.08095,11.7918
1.03023,0.257558,1.45946
0.269,0.06725,0.381075
0.471314,0.117829,0.66768
0.84697,0.211743,1.19985
0.0718899,0.0179725,0.101842
0.596202,0.149051,0.844601
1.03025,0.257562,1.45949
1.0309,0.257726,1.46041
0.101617,0.0254044,0.143955
8.32504,2.08126,11.7935
1.03048,0.257621,1.45982
8.32673,2.08168,11.7959
8.32621,2.08155,11.7952
0.230506,0.0576265,0.326543
8.32757,2.08189,11.7971
0.124266,0.0310665,0.17604
8.32599,2.0815,11.7949
1.0297,0.257425,1.45871
8.3239,2.08098,11.7919
8.32698,2.08175,11.7963
0.503992,0.125998,0.713972
1.41698,0.354244,2.00734
0.21923,0.0548074,0.310568
0.10159,0.0253976,0.143916
1.03078,0.257695,1.46024
8.32455,2.08114,11.7928
8.32568,2.08142,11.7945
0.221281,0.0553201,0.313474
3.08736,0.771841,4.37367
2.26809,0.567023,3.21306
0.520024,0.130006,0.736685
0.852069,0.213017,1.20707
0.550909,0.137727,0.780437
4.31022,1.07756,6.10602
8.328,2.082,11.7977
0.141848,0.0354621,0.200947
8.32788,2.08197,11.7976
7.10421,1.77605,10.0641
0.908076,0.227019,1.28641
0.662126,0.165532,0.937992
8.89385,2.22346,12.5993
1.03048,0.257619,1.45981
3.42594,0.856486,4.85331
8.32383,2.08096,11.7918
0.441862,0.110465,0.625957
0.498366,0.124592,0.706003
1.96307,0.490767,2.78095
0.869033,0.217258,1.2311
1.0299,0.257475,1.45899
7.94126,1.98531,11.2499
3.06414,0.766036,4.34078
1.19354,0.298386,1.69082
1.13401,0.283503,1.60648
8.32725,2.08181,11.7967
0.199502,0.0498756,0.282622
2.38443,0.596108,3.37787
0.641675,0.160419,0.909019
1.80594,0.451486,2.55836
8.32565,2.08141,11.7944
0.890042,0.222511,1.26087
4.36596,1.09149,6.18497
0.45012,0.11253,0.637656
0.974216,0.243554,1.38011
0.396296,0.0990739,0.561406
0.890537,0.222634,1.26157
8.32615,2.08154,11.7951
0.532153,0.133038,0.753866
1.17224,0.29306,1.66064
0.38245,0.0956125,0.541792
0.439114,0.109779,0.622064
1.26874,0.317186,1.79735
0.154859,0.0387147,0.219379
8.32579,2.08145,11.7946
8.32731,2.08183,11.7968
8.32344,2.08086,11.7913
0.213807,0.0534519,0.302887
0.0791303,0.0197826,0.112099
0.196607,0.0491519,0.278521
8.32799,2.082,11.7977
2.77422,0.693556,3.93006
0.907882,0.22697,1.28614
0.0512811,0.0128203,0.0726466
1.84175,0.460436,2.60908
8.32869,2.08217,11.7987
1.43407,0.358517,2.03155
0.222406,0.0556015,0.315068
8.32323,2.08081,11.791
0.308091,0.0770228,0.436453
0.890309,0.222577,1.26124
1.02926,0.257314,1.45808
0.941424,0.235356,1.33365
8.32452,2.08113,11.7928
0.543523,0.135881,0.769974
0.889823,0.222456,1.26056
8.32722,2.08181,11.7966
0.272406,0.0681015,0.3859
0.943232,0.235808,1.33622
0.186011,0.0465028,0.26351
0.890381,0.222595,1.26134
8.32582,2.08146,11.7947
7.87958,1.9699,11.1625
2.19782,0.549454,3.1135
0.454159,0.11354,0.643378
0.238709,0.0596773,0.338164
0.282499,0.0706248,0.400198
0.88977,0.222443,1.26048
0.889575,0.222394,1.2602
0.89099,0.222748,1.26221
6.90825,1.72706,9.78647
1.03073,0.257681,1.46016
0.85314,0.213285,1.20859
0.412837,0.103209,0.58484
0.555826,0.138956,0.787402
8.32778,2.08194,11.7974
8.3278,2.08195,11.7974
0.581552,0.145388,0.823847
8.32554,2.08138,11.7943
0.469032,0.117258,0.664447
1.03098,0.257744,1.46052
0.889486,0.222371,1.26008
0.189731,0.0474327,0.268779
8.32388,2.08097,11.7919
11.5939,2.89848,16.4243
0.320579,0.0801447,0.454143
8.32579,2.08145,11.7946
8.32726,2.08182,11.7967
0.272926,0.0682316,0.386637
4.1547,1.03867,5.88569
1.02999,0.257497,1.45912
8.3277,2.08192,11.7973
1.02999,0.257497,1.45912
8.32683,2.08171,11.7961
1.26179,0.315449,1.7875
8.32662,2.08166,11.7958
0.351424,0.0878561,0.49784
0.507404,0.126851,0.718806
0.739695,0.184924,1.04788
1.0297,0.257425,1.45871
0.244003,0.0610006,0.345663
0.650338,0.162584,0.921291
8.32827,2.08207,11.7981
8.32596,2.08149,11.7948
8.32414,2.08103,11.7923
8.32649,2.08162,11.7956
0.877507,0.219377,1.24311
8.32738,2.08184,11.7969
0.890423,0.222606,1.2614
8.32698,2.08175,11.7963
0.327896,0.0819741,0.46451
1.26527,0.316317,1.79242
0.728945,0.182236,1.03265
1.2866,0.321649,1.82264
0.909241,0.22731,1.28806
0.17645,0.0441125,0.249965
8.32775,2.08194,11.7974
0.740922,0.18523,1.04962
0.248171,0.0620427,0.351568
8.32487,2.08122,11.7933
8.3245,2.08113,11.7928
0.689112,0.172278,0.97622
0.890371,0.222593,1.26133
0.0823266,0.0205816,0.116627
8.32671,2.08168,11.7959
8.32595,2.08149,11.7948
5.02652,1.25663,7.12074
1.11657,0.279144,1.58178
0.317307,0.0793268,0.449509
8.32505,2.08126,11.7936
8.3246,2.08115,11.7929
8.3234,2.08085,11.7912
0.103846,0.0259614,0.147111
0.446857,0.111714,0.633034
0.687262,0.171815,0.973599
1.59467,0.398668,2.25907
0.179458,0.0448644,0.254226
0.694349,0.173587,0.98364
0.908218,0.227055,1.28661
0.908715,0.227179,1.28732
1.03054,0.257636,1.4599
1.18125,0.295312,1.6734
8.3228,2.0807,11.7904
1.19961,0.299902,1.69941
0.0566795,0.0141699,0.0802942
0.397254,0.0993136,0.562764
8.32966,2.08241,11.8001
1.97836,0.494591,2.80262
0.0666096,0.0166524,0.0943615
0.384461,0.0961151,0.54464
5.16843,1.29211,7.32178
1.02967,0.257417,1.45867
6.52377,1.63094,9.2418
0.484576,0.121144,0.686467
0.908069,0.227017,1.2864
0.196985,0.0492462,0.279056
0.399223,0.0998056,0.565553
13.9862,3.49654,19.8133
0.88946,0.222365,1.26004
0.190632,0.0476581,0.270057
0.890804,0.222701,1.26194
0.16014,0.040035,0.22686
0.68406,0.171015,0.969063
0.101702,0.0254255,0.144075
1.3589,0.339724,1.92506
0.890883,0.222721,1.26206
1.52551,0.381379,2.1611
0.463007,0.115752,0.655913
0.458521,0.11463,0.649558
8.3254,2.08135,11.794
8.32855,2.08214,11.7985
0.833465,0.208366,1.18072
1.03052,0.25763,1.45987
0.12466,0.031165,0.176598
1.10091,0.275228,1.55959
0.481924,0.120481,0.68271
0.0538839,0.013471,0.0763338
0.027719,0.00692974,0.0392677
1.6532,0.4133,2.34198
8.32748,2.08187,11.797
0.484307,0.121077,0.686086
1.1516,0.287901,1.6314
1.03058,0.257644,1.45995
0.270864,0.067716,0.383716
1.03044,0.257611,1.45976
3.22027,0.805067,4.56194
58.0577,14.5144,82.2466
8.32356,2.08089,11.7914
8.32889,2.08222,11.799
0.384493,0.0961232,0.544686
0.259098,0.0647744,0.367047
0.160364,0.0400909,0.227177
0.599205,0.149801,0.848855
0.644197,0.161049,0.912592
0.0577821,0.0144455,0.0818562
8.32494,2.08124,11.7934
0.29562,0.0739051,0.418786
0.193122,0.0482805,0.273583
0.519647,0.129912,0.73615
1.19361,0.298404,1.69092
8.32479,2.0812,11.7932
0.298624,0.0746561,0.423042
0.197875,0.0494687,0.280316
0.404698,0.101175,0.57331
0.889668,0.222417,1.26033
0.257633,0.0644082,0.364972
0.11562,0.0289051,0.163792
6.86113,1.71528,9.71972
0.526974,0.131744,0.746531
0.283213,0.0708033,0.40121
8.32698,2.08174,11.7963
0.0721168,0.0180292,0.102163
0.890958,0.22274,1.26216
0.351692,0.087923,0.498219
5.1296,1.2824,7.26677
0.890821,0.222705,1.26197
1.03243,0.258107,1.46257
0.101449,0.0253622,0.143716
0.897362,0.224341,1.27124
4.49969,1.12492,6.37442
1.38951,0.347378,1.96843
0.711741,0.177935,1.00828
8.32714,2.08178,11.7965
0.10164,0.0254101,0.143987
0.281487,0.0703717,0.398764
0.890715,0.222679,1.26182
0.473807,0.118452,0.671212
0.471883,0.117971,0.668486
2.02344,0.50586,2.86647
0.890086,0.222521,1.26093
0.924819,0.231205,1.31013
0.675818,0.168955,0.957388
0.597942,0.149485,0.847065
0.101649,0.0254123,0.144
8.32857,2.08214,11.7985
8.3293,2.08232,11.7996
0.72321,0.180803,1.02452
0.907808,0.226952,1.28603
0.251808,0.0629519,0.356719
0.908165,0.227041,1.28654
0.101758,0.0254395,0.144154
0.674306,0.168577,0.955246
0.56066,0.140165,0.79425
1.16744,0.291859,1.65383
0.143785,0.0359464,0.203692
0.890341,0.222585,1.26129
8.32479,2.0812,11.7932
7.88245,1.97061,11.1666
0.0273953,0.00684882,0.0388091
8.32512,2.08128,11.7937
8.32846,2.08212,11.7984
8.3261,2.08152,11.795
8.3252,2.0813,11.7938
0.890632,0.222658,1.2617
0.286925,0.0717312,0.406468
1.02573,0.256432,1.45308
3.57649,0.894124,5.06659
0.0945253,0.0236313,0.133908
8.32723,2.08181,11.7967
0.698255,0.174564,0.989173
0.445858,0.111464,0.631618
0.536676,0.134169,0.760275
0.890386,0.222596,1.26135
0.540508,0.135127,0.765703
0.0709415,0.0177354,0.100498
0.644572,0.161143,0.913124
8.32695,2.08174,11.7963
0.235136,0.0587839,0.333101
1.37475,0.343686,1.94751
0.889534,0.222384,1.26015
8.32548,2.08137,11.7942
0.267255,0.0668136,0.378602
8.3277,2.08193,11.7973
0.918706,0.229676,1.30147
0.131414,0.0328535,0.186165
0.706719,0.17668,1.00116
2.33164,0.58291,3.30308
2.63669,0.659171,3.73522
2.10792,0.526979,2.98615
0.101455,0.0253638,0.143725
0.0718629,0.0179657,0.101803
0.805023,0.201256,1.14042
0.124347,0.0310867,0.176154
2.95595,0.738988,4.18751
8.32792,2.08198,11.7976
8.32385,2.08096,11.7919
0.907546,0.226886,1.28566
8.32359,2.0809,11.7915
0.908098,0.227025,1.28644
5.76594,1.44148,8.16823
0.33482,0.0837051,0.474318
0.890778,0.222694,1.26191
8.32705,2.08176,11.7964
0.0966479,0.024162,0.136915
1.02985,0.257463,1.45892
0.890975,0.222744,1.26219
0.19649,0.0491225,0.278355
0.457324,0.114331,0.647861
0.323111,0.0807778,0.457731
0.291865,0.0729662,0.413466
0.199027,0.0497567,0.281948
0.146796,0.036699,0.207956
2.50647,0.626618,3.55076
1.03023,0.257556,1.45945
1.03428,0.258569,1.46519
8.325,2.08125,11.7935
0.404538,0.101134,0.573082
8.32455,2.08114,11.7929
8.32506,2.08126,11.7936
1.51826,0.379566,2.15083
1.0021,0.250524,1.41961
0.890106,0.222526,1.26096
0.191553,0.0478881,0.27136
0.90743,0.226857,1.2855
0.142061,0.0355152,0.201248
0.534134,0.133534,0.756673
0.575184,0.143796,0.814826
1.03022,0.257555,1.45945
0.0803196,0.0200799,0.113784
1.03018,0.257545,1.45939
0.889843,0.222461,1.26058
0.101629,0.0254073,0.143972
0.890479,0.22262,1.26148
0.0607569,0.0151892,0.0860703
0.368812,0.0922029,0.522472
0.889953,0.222488,1.26074
0.266765,0.0666912,0.377908
0.000562926,0.000140732,0.000797461
0.0939305,0.0234826,0.133065
1.14392,0.28598,1.62052
0.986607,0.246652,1.39766
1.07992,0.26998,1.52985
0.137093,0.0342732,0.19421
0.907898,0.226975,1.28616
0.890914,0.222728,1.2621
0.460843,0.115211,0.652846
0.280369,0.0700922,0.39718
0.907762,0.226941,1.28597
0.219249,0.0548123,0.310596
0.108105,0.0270263,0.153146
8.3276,2.0819,11.7972
0.255057,0.0637642,0.361322
8.3273,2.08183,11.7968
0.228576,0.0571441,0.323809
0.321868,0.080467,0.45597
0.109878,0.0274695,0.155657
0.095653,0.0239133,0.135505
8.32534,2.08133,11.794
8.32442,2.0811,11.7927
0.0812449,0.0203112,0.115094
8.32474,2.08118,11.7931
0.348416,0.0871041,0.493579
0.0643757,0.0160939,0.0911969
0.908299,0.227075,1.28673
8.32373,2.08093,11.7917
0.076257,0.0190642,0.108028
8.32391,2.08098,11.7919
0.908984,0.227246,1.2877
8.3265,2.08162,11.7956
0.346272,0.0865681,0.490542
8.3283,2.08207,11.7982
0.125084,0.0312711,0.177199
0.873302,0.218325,1.23715
0.739836,0.184959,1.04808
8.32417,2.08104,11.7923
8.32765,2.08191,11.7972
0.89107,0.222768,1.26232
0.292386,0.0730965,0.414204
0.890838,0.222709,1.26199
0.890955,0.222739,1.26216
8.32763,2.08191,11.7972
0.24536,0.06134,0.347585
1.22908,0.307269,1.74115
0.614125,0.153531,0.869991
0.0449732,0.0112433,0.0637106
8.32451,2.08113,11.7928
0.30267,0.0756675,0.428773
0.237801,0.0594501,0.336877
1.02966,0.257416,1.45866
0.365272,0.0913181,0.517458
8.32746,2.08186,11.797
1.12106,0.280265,1.58813
0.908961,0.22724,1.28767
0.444258,0.111065,0.629352
0.282877,0.0707192,0.400733
1.22251,0.305629,1.73186
8.3283,2.08207,11.7982
8.32459,2.08115,11.7929
0.429625,0.107406,0.608622
0.377873,0.0944683,0.535309
8.32702,2.08175,11.7963
0.890197,0.222549,1.26108
0.424932,0.106233,0.601973
1.03029,0.257572,1.45954
3.11166,0.777915,4.40809
8.32611,2.08153,11.7951
0.119767,0.0299419,0.169667
8.32799,2.082,11.7977
0.183023,0.0457557,0.259277
8.32534,2.08133,11.794
0.890141,0.222535,1.26101
8.32466,2.08117,11.793
8.32592,2.08148,11.7948
0.596525,0.149131,0.845058
6.10744,1.52686,8.65201
1.29595,0.323988,1.83589
0.889773,0.222443,1.26048
0.790596,0.197649,1.11999
0.890828,0.222707,1.26198
0.753107,0.188277,1.06688
0.753006,0.188252,1.06674
0.296419,0.0741046,0.419917
0.890398,0.222599,1.26137
0.116354,0.0290885,0.164831
0.163572,0.0408929,0.231721
2.23467,0.558667,3.16571
0.889942,0.222485,1.26072
0.156331,0.0390828,0.221464
0.890653,0.222663,1.26173
8.32284,2.08071,11.7904
8.3259,2.08148,11.7948
0.203148,0.050787,0.287787
1.74024,0.435061,2.46529
0.109319,0.0273297,0.154865
8.32499,2.08125,11.7935
0.0967227,0.0241807,0.137021
0.241047,0.0602618,0.341476
8.32619,2.08155,11.7952
0.215041,0.0537603,0.304635
8.32765,2.08191,11.7972
3.74983,0.937458,5.31214
0.257352,0.0643379,0.364573
0.208897,0.0522243,0.295931
0.907933,0.226983,1.28621
8.32661,2.08165,11.7958
8.32674,2.08168,11.796
0.891182,0.222795,1.26248
0.890148,0.222537,1.26102
0.908752,0.227188,1.28737
0.551273,0.137818,0.780952
0.0849602,0.0212401,0.120358
0.142074,0.0355184,0.201267
0.78181,0.195453,1.10754
1.03117,0.257793,1.46079
7.11576,1.77894,10.0804
0.299506,0.0748765,0.424291
0.299085,0.0747711,0.423694
8.32463,2.08116,11.793
0.399851,0.0999628,0.566443
0.890657,0.222664,1.26174
0.504081,0.12602,0.714099
0.0592493,0.0148123,0.0839347
0.3592,0.0898,0.508855
0.890321,0.22258,1.26126
4.89608,1.22402,6.93595
0.432626,0.108156,0.612873
8.32748,2.08187,11.797
0.621194,0.155298,0.880005
1.02946,0.257366,1.45837
1.26272,0.31568,1.78881
0.0329246,0.00823114,0.0466421
0.908311,0.227078,1.28675
0.421623,0.105406,0.597286
5.92177,1.48044,8.38899
0.296401,0.0741003,0.419893
8.3271,2.08178,11.7965
5.97653,1.49413,8.46656
0.0326006,0.00815015,0.0461832
0.889755,0.222439,1.26046
2.11877,0.529692,3.00152
2.70196,0.675489,3.82769
3.4726,0.86815,4.91941
0.516346,0.129087,0.731474
0.456485,0.114121,0.646673
0.219115,0.0547788,0.310406
0.172806,0.0432015,0.244803
0.348578,0.0871444,0.493807
1.03063,0.257658,1.46003
0.890056,0.222514,1.26088
0.260317,0.0650793,0.368774
0.649763,0.162441,0.920477
0.908216,0.227054,1.28661
8.32631,2.08158,11.7953
0.363928,0.090982,0.515553
0.425801,0.10645,0.603205
0.889843,0.222461,1.26058
8.32502,2.08125,11.7935
0.505164,0.126291,0.715633
0.890906,0.222727,1.26209
0.135196,0.033799,0.191523
0.101525,0.0253813,0.143824
0.997382,0.249346,1.41293
0.0777403,0.0194351,0.11013
0.0906603,0.0226651,0.128433
8.32681,2.0817,11.796
8.32674,2.08169,11.796
0.424755,0.106189,0.601723
0.889947,0.222487,1.26073
0.890741,0.222685,1.26185
0.181281,0.0453202,0.256809
0.889801,0.22245,1.26052
1.02934,0.257336,1.4582
0.115536,0.0288841,0.163673
0.838124,0.209531,1.18732
0.845202,0.211301,1.19734
0.364998,0.0912496,0.517069
8.32345,2.08086,11.7913
0.379772,0.0949431,0.537999
0.163391,0.0408477,0.231465
2.07952,0.519881,2.94593
4.43814,1.10953,6.28722
0.600743,0.150186,0.851033
1.12321,0.280802,1.59118
8.32566,2.08141,11.7944
0.908292,0.227073,1.28672
1.05258,0.263144,1.49112
0.90761,0.226903,1.28575
0.890554,0.222639,1.26159
3.6352,0.908801,5.14976
8.32889,2.08222,11.799
8.32394,2.08098,11.792
8.32683,2.08171,11.7961
1.19447,0.298617,1.69213
8.32891,2.08223,11.799
0.15981,0.0399526,0.226393
4.69696,1.17424,6.65387
8.32495,2.08124,11.7934
0.552873,0.138218,0.783219
0.890105,0.222526,1.26095
0.890226,0.222557,1.26113
0.67013,0.167532,0.949329
0.101591,0.0253977,0.143917
7.27568,1.81892,10.307
0.497239,0.12431,0.704407
0.314149,0.0785372,0.445034
8.32537,2.08134,11.794
0.594455,0.148614,0.842126
8.32403,2.08101,11.7921
0.908063,0.227016,1.28639
0.587846,0.146961,0.832763
0.890336,0.222584,1.26128
0.890726,0.222682,1.26183
0.1648,0.0412,0.233461
0.890779,0.222695,1.26191
1.09282,0.273206,1.54813
0.701898,0.175475,0.994334
8.32336,2.08084,11.7912
0.890832,0.222708,1.26198
0.988436,0.247109,1.40025
0.224969,0.0562423,0.318699
0.908788,0.227197,1.28742
0.68193,0.170482,0.966046
8.32648,2.08162,11.7956
0.908459,0.227115,1.28696
0.581838,0.14546,0.824252
0.249741,0.0624352,0.353791
0.184127,0.0460318,0.260841
0.884251,0.221063,1.25266
0.107589,0.0268974,0.152415
0.675713,0.168928,0.957239
0.42743,0.106857,0.605512
0.889852,0.222463,1.2606
8.32392,2.08098,11.792
0.194356,0.0485891,0.275332
0.580861,0.145215,0.822868
0.29594,0.073985,0.419239
0.89083,0.222707,1.26198
0.390987,0.0977466,0.553885
0.855613,0.213903,1.21209
0.858725,0.214681,1.2165
0.142129,0.0355324,0.201346
0.142124,0.0355309,0.201337
0.8902,0.22255,1.26109
0.181919,0.0454798,0.257713
1.84906,0.462264,2.61944
1.03011,0.257528,1.45929
0.130525,0.0326313,0.184907
0.142445,0.0356113,0.201793
1.14012,0.285029,1.61513
0.41877,0.104692,0.593244
0.729715,0.182429,1.03374
0.787551,0.196888,1.11567
0.467689,0.116922,0.662545
0.309207,0.0773018,0.438034
0.356363,0.0890907,0.504836
8.32614,2.08154,11.7951
0.104007,0.0260017,0.14734
0.87661,0.219153,1.24184
0.770076,0.192519,1.09092
1.67409,0.418522,2.37157
8.32574,2.08143,11.7945
0.642885,0.160721,0.910734
1.02978,0.257446,1.45883
0.494164,0.123541,0.70005
0.585693,0.146423,0.829713
8.32002,2.08,11.7864
16.2632,4.0658,23.039
0.803273,0.200818,1.13794
0.453736,0.113434,0.642779
0.890448,0.222612,1.26144
0.171983,0.0429957,0.243637
0.25416,0.06354,0.360052
0.112558,0.0281394,0.159453
0.599717,0.149929,0.84958
0.334648,0.0836619,0.474074
8.32598,2.08149,11.7949
1.03069,0.257673,1.46011
0.342449,0.0856122,0.485125
8.32793,2.08198,11.7976
1.17352,0.293381,1.66246
0.307426,0.0768565,0.435511
0.85126,0.212815,1.20593
0.791584,0.197896,1.12139
0.0698298,0.0174574,0.0989233
1.02105,0.255262,1.44645
8.32733,2.08183,11.7968
1.99494,0.498735,2.8261
0.395966,0.0989916,0.56094
8.32835,2.08209,11.7982
8.32536,2.08134,11.794
0.297331,0.0743327,0.421209
0.0570998,0.014275,0.0808896
8.32491,2.08123,11.7934
1.66096,0.415239,2.35297
4.93572,1.23393,6.99212
0.428228,0.107057,0.606643
8.32843,2.08211,11.7984
0.836144,0.209036,1.18451
0.745957,0.186489,1.05675
9.31385,2.32846,13.1943
1.03998,0.259995,1.47327
0.175425,0.0438563,0.248514
3.8853,0.971324,5.50405
0.0163651,0.00409126,0.0231833
1.58519,0.396297,2.24563
8.32851,2.08213,11.7985
5.61168,1.40292,7.9497
0.295405,0.0738512,0.418481
0.0911776,0.0227944,0.129165
1.35021,0.337552,1.91275
1.76441,0.441102,2.49952
8.32467,2.08117,11.793
0.889676,0.222419,1.26035
0.021728,0.00543201,0.0307807
0.227252,0.0568131,0.321934
8.32655,2.08164,11.7957
0.89104,0.22276,1.26228
0.89021,0.222553,1.2611
0.952704,0.238176,1.34963
8.32604,2.08151,11.795
8.3263,2.08157,11.7953
0.889977,0.222494,1.26077
0.138508,0.034627,0.196215
0.745016,0.186254,1.05542
8.32695,2.08174,11.7962
0.18524,0.0463101,0.262418
8.32734,2.08184,11.7968
0.12015,0.0300374,0.170208
0.890113,0.222528,1.26096
